64.8801,64.8801
64.8094,-0.0706897
64.881,0.0715819
64.8048,-0.0762152
64.8897,0.0849388
64.8376,-0.0521156
64.9435,0.105933
64.9124,-0.031148
64.8229,-0.0894597
64.8583,0.0354193
64.7888,-0.0695577
64.8389,0.0501121
64.8729,0.0340431
64.8693,-0.00361712
64.8928,0.0235365
64.9517,0.0588592
64.9143,-0.0373477
64.8533,-0.0610073
64.9124,0.0590193
64.8586,-0.0537554
64.79,-0.068588
64.8545,0.0644978
64.7917,-0.0628213
64.8068,0.0151522
64.8608,0.0539582
64.8246,-0.0361847
64.8377,0.0130565
64.8532,0.015524
64.9378,0.0846292
64.9153,-0.0225657
64.8368,-0.0784547
64.7837,-0.0531205
64.8283,0.0446597
64.8212,-0.00710323
64.8271,0.00588686
64.7787,-0.04848
64.7942,0.015577
64.8776,0.0833804
64.7833,-0.094297
64.6383,-0.145054
64.7194,0.0811747
64.7997,0.0802756
64.8435,0.043835
64.782,-0.0615203
64.798,0.016002
64.7558,-0.0421783
64.6507,-0.105153
64.8503,0.19958
64.8267,-0.0235728
64.8187,-0.00802658
64.7006,-0.118065
64.7934,0.092779
64.723,-0.0703843
64.8136,0.0905961
64.7963,-0.0172615
64.7668,-0.0295347
64.7136,-0.0531564
64.7441,0.0304364
64.801,0.0568834
64.8052,0.00420682
64.8077,0.00251693
64.8334,0.0257489
64.8145,-0.0189882
64.7917,-0.0227584
64.7711,-0.0206123
64.8769,0.10584
64.8187,-0.058195
64.8014,-0.0173307
64.7272,-0.0742117
64.7415,0.0143297
64.7875,0.0459672
64.6816,-0.105882
64.7437,0.0620812
64.7765,0.0328425
64.7803,0.00379075
64.7718,-0.00847659
64.8441,0.0722593
64.8389,-0.00522125
64.8633,0.0244098
64.7623,-0.100996
64.8288,0.06649
64.8203,-0.0084472
64.7909,-0.0294762
64.7745,-0.0164026
64.8288,0.054326
64.8233,-0.00551156
64.7441,-0.0791824
64.8128,0.0687018
64.7909,-0.0219103
64.8001,0.00925366
64.8127,0.0126206
64.8789,0.0661963
64.7745,-0.104494
64.7194,-0.05502
64.8283,0.108916
64.8615,0.033175
64.9116,0.0500878
64.8406,-0.0710001
64.8233,-0.0173439
64.8494,0.0261331
64.9107,0.0613005
64.8781,-0.032646
64.8697,-0.00831022
64.8258,-0.0439732
64.7479,-0.0779036
64.7846,0.0366923
64.8742,0.0896898
64.7984,-0.0758045
64.7938,-0.00462348
64.8195,0.025655
64.8776,0.0581323
64.7753,-0.102329
64.8347,0.0594589
64.7593,-0.0754104
64.7892,0.0298523
64.8664,0.077197
64.8843,0.0179474
64.8427,-0.041652
64.8839,0.0412048
64.8628,-0.0210341
64.8566,-0.0062814
64.9784,0.121889
64.9718,-0.00667576
64.8662,-0.105573
64.844,-0.0222241
64.9018,0.0578412
65.01,0.108207
64.8318,-0.178228
64.8718,0.0399783
64.9459,0.0741525
64.9359,-0.0100618
64.8953,-0.0405739
64.9095,0.0141615
64.8574,-0.0520145
64.8718,0.0143362
64.9259,0.0541522
64.6951,-0.23078
64.6413,-0.0538723
64.8372,0.195965
64.8238,-0.0134825
64.8292,0.00544935
64.7926,-0.0366425
64.8355,0.0429436
64.7546,-0.0808879
64.7905,0.0358357
64.7423,-0.048136
64.8523,0.110003
64.9191,0.0667566
64.8333,-0.0857303
64.8326,-0.000774547
64.8389,0.00629834
64.8693,0.0304259
64.79,-0.0792833
64.8212,0.0311695
64.8523,0.0311378
64.7467,-0.105673
64.8574,0.110789
64.8435,-0.0138977
64.8574,0.0138977
64.8792,0.0217434
64.8351,-0.0441064
64.7871,-0.0480151
64.7867,-0.000386084
64.8957,0.109068
64.7858,-0.109935
64.7707,-0.0151408
64.7622,-0.00847591
64.855,0.0927607
64.852,-0.00292892
64.806,-0.0460049
64.7757,-0.0303265
64.7117,-0.0640202
64.8389,0.127201
64.7698,-0.0690292
64.6804,-0.0894022
64.7327,0.0522999
64.8115,0.0787658
64.7584,-0.0531019
64.833,0.0746011
64.785,-0.0480319
64.8435,0.0585667
64.7816,-0.0619809
64.7913,0.00971217
64.6902,-0.101064
64.755,0.0648195
64.8309,0.0759044
64.7306,-0.100369
64.7077,-0.022903
64.6797,-0.0279885
64.7365,0.0568481
64.7425,0.00594632
64.8031,0.0606185
64.8212,0.0180997
64.8406,0.019424
64.8664,0.0257668
64.8275,-0.0388896
64.8477,0.0201673
64.7968,-0.0508956
64.8308,0.0340917
64.7934,-0.0374624
64.8334,0.0400516
64.8195,-0.0139102
64.6958,-0.123724
64.8157,0.119925
64.7059,-0.109795
64.7984,0.0925071
64.8098,0.0113656
64.849,0.0391537
64.8435,-0.00542032
64.8642,0.0206238
64.838,-0.0261587
64.8258,-0.0122371
64.7622,-0.0635778
64.849,0.08677
64.8789,0.029983
64.8409,-0.0380102
64.7879,-0.0530088
64.8136,0.0256733
64.8472,0.0336191
64.8541,0.00685672
64.8801,0.0259988
64.9517,0.0716211
64.8671,-0.0846099
64.8225,-0.0446143
64.8022,-0.0202401
64.8077,0.00548243
64.8646,0.0568941
64.8845,0.0199387
64.8343,-0.0502416
64.7913,-0.0430116
64.8238,0.0324657
64.8018,-0.0219418
64.9038,0.102001
64.8149,-0.0889404
64.9211,0.106183
64.9025,-0.0186032
64.7993,-0.103172
64.8149,0.0155916
64.909,0.0941207
64.915,0.00596271
64.8498,-0.065125
64.82,-0.0298783
64.8579,0.0379219
64.833,-0.0248721
64.8722,0.0392129
64.8048,-0.0674537
64.8751,0.0703716
64.8052,-0.0699481
64.8368,0.0316179
64.8511,0.0143401
64.8444,-0.0067348
64.8225,-0.0219421
64.8043,-0.0181278
64.8664,0.0620334
64.7807,-0.0856483
64.7403,-0.0404267
64.7997,0.0594054
64.7723,-0.0273882
64.8178,0.0455
64.8363,0.0184586
64.9011,0.0648219
64.8064,-0.0946571
64.8406,0.0341675
64.8405,-0.000108142
64.8895,0.0489746
64.8485,-0.0409502
64.8901,0.0416125
64.9159,0.0257357
64.8191,-0.096773
64.8309,0.0118321
64.857,0.026067
64.8545,-0.00248632
64.8107,-0.0438563
64.8664,0.0557188
64.8094,-0.056992
64.8111,0.00169822
64.8706,0.0595487
64.8772,0.00653127
64.8731,-0.00405358
64.7997,-0.0734021
64.9402,0.140445
64.7465,-0.193637
64.806,0.059523
64.8825,0.0764862
64.8035,-0.0790264
64.8258,0.0223424
64.8567,0.0308714
64.7795,-0.0772305
64.7774,-0.00212958
64.8212,0.0438344
64.8392,0.0180169
64.8624,0.0231996
64.8769,0.0145179
64.8532,-0.0237211
64.8599,0.00672386
64.8443,-0.0156277
64.883,0.0386881
64.8473,-0.0356389
64.8376,-0.00976992
64.7934,-0.0441865
64.8191,0.0257134
64.8604,0.0412616
64.8103,-0.0501002
64.8915,0.0812234
64.9087,0.0172265
64.9148,0.00609232
64.8624,-0.0524027
64.8431,-0.0192953
64.8149,-0.0281878
64.8536,0.038718
64.8005,-0.0530912
64.8465,0.0459259
64.8904,0.043904
64.8659,-0.0244418
64.833,-0.0329267
64.8751,0.0421308
64.8452,-0.0299731
64.8781,0.0328885
64.8237,-0.0543593
64.8767,0.0530236
64.8381,-0.0386088
64.7484,-0.0897054
64.8456,0.0971968
64.833,-0.0125931
64.859,0.0260363
64.8465,-0.0125717
64.8355,-0.0109627
64.8666,0.0311342
64.9177,0.0510612
64.9761,0.0583642
64.9412,-0.0348895
64.8673,-0.0739165
64.8579,-0.0093834
