 ep year mon day hour min sec gx gy gz
3109 2019 03 06 06 07 01.558093966 -0.050000 -0.020000 -0.020000
3110 2019 03 06 06 07 02.588228635 -0.050000 -0.020000 -0.020000
3111 2019 03 06 06 07 03.618385230 -0.050000 -0.020000 -0.020000
3112 2019 03 06 06 07 04.648594064 -0.040000 -0.020000 -0.020000
3113 2019 03 06 06 07 05.678742013 -0.040000 -0.020000 -0.020000
3114 2019 03 06 06 07 06.708779652 -0.050000 -0.020000 -0.020000
3115 2019 03 06 06 07 07.738810989 -0.050000 -0.020000 -0.020000
3116 2019 03 06 06 07 08.768841962 -0.050000 -0.020000 -0.020000
3117 2019 03 06 06 07 09.798954912 -0.050000 -0.020000 -0.020000
3118 2019 03 06 06 07 10.829099111 -0.050000 -0.020000 -0.020000
3119 2019 03 06 06 07 11.859145188 -0.050000 -0.020000 -0.020000
3120 2019 03 06 06 07 12.889183660 -0.040000 -0.020000 -0.020000
3121 2019 03 06 06 07 13.919290777 -0.040000 -0.020000 -0.020000
3122 2019 03 06 06 07 14.949383102 -0.030000 -0.020000 -0.020000
3123 2019 03 06 06 07 15.979533968 -0.030000 -0.020000 -0.020000
3124 2019 03 06 06 07 17.010928772 -0.060000 -0.020000 -0.020000
3125 2019 03 06 06 07 18.044869884 -0.040000 -0.020000 -0.020000
3126 2019 03 06 06 07 19.083744605 -0.040000 -0.020000 -0.020000
3127 2019 03 06 06 07 20.113940784 -0.040000 -0.020000 -0.020000
3128 2019 03 06 06 07 21.144077381 -0.050000 -0.020000 -0.020000
3129 2019 03 06 06 07 22.176160401 -0.030000 -0.030000 -0.020000
3130 2019 03 06 06 07 23.206262832 -0.040000 -0.020000 -0.020000
3131 2019 03 06 06 07 24.236375210 -0.040000 -0.020000 -0.030000
3132 2019 03 06 06 07 25.266517901 -0.050000 -0.020000 -0.020000
3133 2019 03 06 06 07 26.296726111 -0.040000 -0.020000 -0.020000
3134 2019 03 06 06 07 27.326828906 -0.040000 -0.020000 -0.020000
3135 2019 03 06 06 07 28.356943055 -0.040000 -0.010000 -0.020000
3136 2019 03 06 06 07 29.387060590 -0.040000 -0.020000 -0.010000
3137 2019 03 06 06 07 30.417174582 -0.040000 -0.010000 -0.020000
3138 2019 03 06 06 07 31.447341231 -0.050000 -0.010000 -0.020000
3139 2019 03 06 06 07 32.477457151 -0.040000 -0.020000 -0.020000
3140 2019 03 06 06 07 33.507480572 -0.040000 -0.020000 -0.020000
3141 2019 03 06 06 07 34.537508161 -0.040000 -0.030000 -0.020000
3142 2019 03 06 06 07 35.567659809 -0.040000 -0.020000 -0.010000
3143 2019 03 06 06 07 36.597705157 -0.040000 -0.020000 -0.020000
3144 2019 03 06 06 07 37.627736027 -0.040000 -0.020000 -0.020000
3145 2019 03 06 06 07 38.657849449 -0.040000 -0.020000 -0.010000
3146 2019 03 06 06 07 39.687995109 -0.050000 -0.020000 -0.020000
3147 2019 03 06 06 07 40.718124936 -0.050000 -0.020000 -0.020000
3148 2019 03 06 06 07 41.748340178 -0.050000 -0.020000 -0.020000
3149 2019 03 06 06 07 42.778479745 -0.040000 -0.020000 -0.020000
3150 2019 03 06 06 07 43.808598374 -0.040000 -0.020000 -0.020000
3151 2019 03 06 06 07 44.838735753 -0.040000 -0.020000 -0.010000
3152 2019 03 06 06 07 45.875366610 -0.040000 -0.020000 -0.020000
3153 2019 03 06 06 07 46.905459980 -0.060000 -0.020000 -0.020000
3154 2019 03 06 06 07 47.935523923 -0.040000 -0.020000 -0.020000
3155 2019 03 06 06 07 48.965588386 -0.040000 -0.020000 -0.020000
3156 2019 03 06 06 07 50.000975359 -0.040000 -0.020000 -0.020000
3157 2019 03 06 06 07 51.030996282 -0.040000 -0.020000 -0.020000
3158 2019 03 06 06 07 52.061085433 -0.040000 -0.020000 -0.020000
3159 2019 03 06 06 07 53.101005762 -0.060000 -0.020000 -0.020000
3160 2019 03 06 06 07 54.131073820 -0.050000 -0.020000 -0.020000
3161 2019 03 06 06 07 55.161152241 -0.050000 -0.020000 -0.020000
3162 2019 03 06 06 07 56.197315502 -0.060000 -0.020000 -0.020000
3163 2019 03 06 06 07 57.231075890 -0.040000 -0.010000 -0.020000
3164 2019 03 06 06 07 58.261243789 -0.050000 -0.020000 -0.020000
3165 2019 03 06 06 07 59.291413199 -0.030000 -0.020000 -0.020000
3166 2019 03 06 06 08 00.321476727 -0.040000 -0.020000 -0.020000
3167 2019 03 06 06 08 01.351670356 -0.040000 -0.020000 -0.020000
3168 2019 03 06 06 08 02.381726019 -0.040000 -0.020000 -0.020000
3169 2019 03 06 06 08 03.411773609 -0.040000 -0.010000 -0.020000
3170 2019 03 06 06 08 04.441934166 -0.050000 -0.020000 -0.020000
3171 2019 03 06 06 08 05.472053734 -0.060000 -0.020000 -0.020000
3172 2019 03 06 06 08 06.502189812 -0.030000 -0.020000 -0.020000
3173 2019 03 06 06 08 07.532249642 -0.060000 -0.020000 -0.030000
3174 2019 03 06 06 08 08.562308065 -0.050000 -0.030000 -0.020000
3175 2019 03 06 06 08 09.592362062 -0.040000 -0.020000 -0.010000
3176 2019 03 06 06 08 10.622426943 -0.050000 -0.020000 -0.020000
3177 2019 03 06 06 08 11.652590938 -0.050000 -0.020000 -0.020000
3178 2019 03 06 06 08 12.682665142 -0.050000 -0.020000 -0.020000
3179 2019 03 06 06 08 13.712836428 -0.050000 -0.020000 -0.020000
3180 2019 03 06 06 08 14.742994120 -0.040000 -0.010000 -0.020000
3181 2019 03 06 06 08 15.773155094 -0.030000 -0.020000 -0.020000
3182 2019 03 06 06 08 16.803223621 -0.050000 -0.020000 -0.020000
3183 2019 03 06 06 08 17.833387824 -0.040000 -0.020000 -0.020000
3184 2019 03 06 06 08 18.863670566 -0.050000 -0.020000 -0.020000
3185 2019 03 06 06 08 19.893960183 -0.040000 -0.030000 -0.020000
3186 2019 03 06 06 08 20.924127511 -0.050000 -0.020000 -0.020000
3187 2019 03 06 06 08 21.954375618 -0.050000 -0.020000 -0.020000
3188 2019 03 06 06 08 22.984532218 -0.050000 -0.020000 -0.020000
3189 2019 03 06 06 08 24.014744703 -0.040000 -0.020000 -0.020000
3190 2019 03 06 06 08 25.051463321 -0.050000 -0.020000 -0.020000
3191 2019 03 06 06 08 26.090759341 -0.060000 -0.020000 -0.020000
3192 2019 03 06 06 08 27.122066128 -0.030000 -0.030000 -0.020000
3193 2019 03 06 06 08 28.152274029 -0.040000 -0.020000 -0.020000
3194 2019 03 06 06 08 29.182501670 -0.050000 -0.020000 -0.020000
3195 2019 03 06 06 08 30.221158013 -0.060000 -0.020000 -0.020000
3196 2019 03 06 06 08 31.251393779 -0.050000 -0.020000 -0.020000
3197 2019 03 06 06 08 32.281622304 -0.040000 -0.020000 -0.020000
3198 2019 03 06 06 08 33.311776456 -0.050000 -0.020000 -0.020000
3199 2019 03 06 06 08 34.341911859 -0.040000 -0.020000 -0.020000
3200 2019 03 06 06 08 35.372044500 -0.040000 -0.020000 -0.020000
3201 2019 03 06 06 08 36.402310317 -0.060000 -0.020000 -0.010000
3202 2019 03 06 06 08 37.432547645 -0.040000 -0.020000 -0.020000
3203 2019 03 06 06 08 38.462788566 -0.040000 -0.020000 -0.020000
3204 2019 03 06 06 08 39.493025737 -0.050000 -0.020000 -0.020000
3205 2019 03 06 06 08 40.523266346 -0.040000 -0.020000 -0.020000
3206 2019 03 06 06 08 41.553437060 -0.050000 -0.020000 -0.020000
3207 2019 03 06 06 08 42.583678502 -0.040000 -0.020000 -0.020000
3208 2019 03 06 06 08 43.613915778 -0.040000 -0.010000 -0.020000
3209 2019 03 06 06 08 44.644130658 -0.040000 -0.010000 -0.020000
3210 2019 03 06 06 08 45.674414287 -0.060000 -0.020000 -0.020000
3211 2019 03 06 06 08 46.704708385 -0.050000 -0.010000 -0.020000
3212 2019 03 06 06 08 47.734851653 -0.050000 -0.020000 -0.020000
3213 2019 03 06 06 08 48.765002837 -0.050000 -0.020000 -0.020000
3214 2019 03 06 06 08 49.795152147 -0.050000 -0.020000 -0.010000
3215 2019 03 06 06 08 50.825299113 -0.040000 -0.020000 -0.020000
3216 2019 03 06 06 08 51.855574826 -0.060000 -0.020000 -0.020000
3217 2019 03 06 06 08 52.885691063 -0.040000 -0.020000 -0.020000
3218 2019 03 06 06 08 53.915890737 -0.050000 -0.020000 -0.020000
3219 2019 03 06 06 08 54.946127336 -0.060000 -0.020000 -0.020000
3220 2019 03 06 06 08 55.976414143 -0.050000 -0.020000 -0.020000
3221 2019 03 06 06 08 57.017360552 -0.040000 -0.020000 -0.020000
3222 2019 03 06 06 08 58.051032298 -0.040000 -0.020000 -0.020000
3223 2019 03 06 06 08 59.084116451 -0.050000 -0.020000 -0.020000
3224 2019 03 06 06 09 00.114415445 -0.050000 -0.020000 -0.020000
3225 2019 03 06 06 09 01.144754856 -0.030000 -0.020000 -0.020000
3226 2019 03 06 06 09 02.176339244 -0.040000 -0.020000 -0.020000
3227 2019 03 06 06 09 03.206716778 -0.050000 -0.020000 -0.020000
3228 2019 03 06 06 09 04.236948586 -0.050000 -0.020000 -0.020000
3229 2019 03 06 06 09 05.267150864 -0.060000 -0.020000 -0.020000
3230 2019 03 06 06 09 06.297378922 -0.040000 -0.020000 -0.010000
3231 2019 03 06 06 09 07.327481930 -0.060000 -0.020000 -0.010000
3232 2019 03 06 06 09 08.357656916 -0.050000 -0.020000 -0.020000
3233 2019 03 06 06 09 09.387785705 -0.040000 -0.020000 -0.020000
3234 2019 03 06 06 09 10.417896578 -0.060000 -0.020000 -0.020000
3235 2019 03 06 06 09 11.448041773 -0.040000 -0.020000 -0.020000
3236 2019 03 06 06 09 12.478155875 -0.060000 -0.020000 -0.020000
3237 2019 03 06 06 09 13.508269822 -0.040000 -0.020000 -0.020000
3238 2019 03 06 06 09 14.538384290 -0.040000 -0.020000 -0.010000
3239 2019 03 06 06 09 15.568490007 -0.040000 -0.020000 -0.020000
3240 2019 03 06 06 09 16.598640724 -0.050000 -0.020000 -0.020000
3241 2019 03 06 06 09 17.628757067 -0.050000 -0.020000 -0.020000
3242 2019 03 06 06 09 18.659021688 -0.060000 -0.020000 -0.020000
3243 2019 03 06 06 09 19.689137301 -0.050000 -0.020000 -0.020000
3244 2019 03 06 06 09 20.719252029 -0.050000 -0.030000 -0.020000
3245 2019 03 06 06 09 21.749381809 -0.040000 -0.020000 -0.020000
3246 2019 03 06 06 09 22.779649034 -0.040000 -0.020000 -0.010000
3247 2019 03 06 06 09 23.809795220 -0.050000 -0.020000 -0.020000
3248 2019 03 06 06 09 24.839942552 -0.050000 -0.020000 -0.020000
3249 2019 03 06 06 09 25.870089466 -0.040000 -0.020000 -0.020000
3250 2019 03 06 06 09 26.900384035 -0.040000 -0.020000 -0.020000
3251 2019 03 06 06 09 27.930534387 -0.040000 -0.020000 -0.020000
3252 2019 03 06 06 09 28.960675521 -0.050000 -0.020000 -0.020000
3253 2019 03 06 06 09 29.990912955 -0.060000 -0.020000 -0.020000
3254 2019 03 06 06 09 31.021269293 -0.050000 -0.020000 -0.020000
3255 2019 03 06 06 09 32.051468551 -0.040000 -0.010000 -0.020000
3256 2019 03 06 06 09 33.083547619 -0.030000 -0.020000 -0.020000
3257 2019 03 06 06 09 34.124108254 -0.050000 -0.020000 -0.020000
3258 2019 03 06 06 09 35.154346522 -0.040000 -0.020000 -0.010000
3259 2019 03 06 06 09 36.184555310 -0.050000 -0.020000 -0.020000
3260 2019 03 06 06 09 37.214696861 -0.040000 -0.020000 -0.020000
3261 2019 03 06 06 09 38.244979086 -0.040000 -0.020000 -0.020000
3262 2019 03 06 06 09 39.275157720 -0.040000 -0.010000 -0.020000
3263 2019 03 06 06 09 40.305322449 -0.040000 -0.020000 -0.020000
3264 2019 03 06 06 09 41.335386293 -0.050000 -0.020000 -0.020000
3265 2019 03 06 06 09 42.365424826 -0.040000 -0.020000 -0.020000
3266 2019 03 06 06 09 43.395504451 -0.040000 -0.020000 -0.020000
3267 2019 03 06 06 09 44.448808923 -0.050000 -0.020000 -0.010000
3268 2019 03 06 06 09 45.478919798 -0.040000 -0.020000 -0.020000
3269 2019 03 06 06 09 46.509055672 -0.060000 -0.020000 -0.020000
3270 2019 03 06 06 09 47.539083997 -0.040000 -0.030000 -0.010000
3271 2019 03 06 06 09 48.569119977 -0.050000 -0.010000 -0.020000
3272 2019 03 06 06 09 49.623805674 -0.040000 -0.020000 -0.020000
3273 2019 03 06 06 09 50.654190815 -0.040000 -0.030000 -0.020000
3274 2019 03 06 06 09 51.684264659 -0.050000 -0.020000 -0.020000
3275 2019 03 06 06 09 52.714415794 -0.040000 -0.020000 -0.020000
3276 2019 03 06 06 09 53.744563543 -0.040000 -0.020000 -0.020000
3277 2019 03 06 06 09 54.794804267 -0.050000 -0.020000 -0.020000
3278 2019 03 06 06 09 55.824871133 -0.030000 -0.020000 -0.010000
3279 2019 03 06 06 09 56.855049975 -0.040000 -0.020000 -0.020000
3280 2019 03 06 06 09 57.885213037 -0.050000 -0.020000 -0.020000
3281 2019 03 06 06 09 58.915372349 -0.040000 -0.010000 -0.020000
3282 2019 03 06 06 09 59.966965496 -0.060000 -0.020000 -0.020000
3283 2019 03 06 06 10 01.001552437 -0.050000 -0.030000 -0.020000
3284 2019 03 06 06 10 02.041092779 -0.050000 -0.020000 -0.020000
3285 2019 03 06 06 10 03.081388212 -0.030000 -0.020000 -0.020000
3286 2019 03 06 06 10 04.111923455 -0.050000 -0.020000 -0.020000
3287 2019 03 06 06 10 05.145243074 -0.060000 -0.020000 -0.020000
3288 2019 03 06 06 10 06.175395928 -0.040000 -0.020000 -0.020000
3289 2019 03 06 06 10 07.205543262 -0.040000 -0.020000 -0.020000
3290 2019 03 06 06 10 08.235663409 -0.040000 -0.020000 -0.020000
3291 2019 03 06 06 10 09.265801003 -0.040000 -0.020000 -0.020000
3292 2019 03 06 06 10 10.295903703 -0.040000 -0.020000 -0.020000
3293 2019 03 06 06 10 11.326062339 -0.050000 -0.020000 -0.020000
3294 2019 03 06 06 10 12.356206183 -0.050000 -0.030000 -0.020000
3295 2019 03 06 06 10 13.386318309 -0.040000 -0.020000 -0.020000
3296 2019 03 06 06 10 14.416456372 -0.050000 -0.020000 -0.010000
3297 2019 03 06 06 10 15.446602613 -0.060000 -0.020000 -0.020000
3298 2019 03 06 06 10 16.476749478 -0.030000 -0.020000 -0.010000
3299 2019 03 06 06 10 17.506860875 -0.050000 -0.020000 -0.020000
3300 2019 03 06 06 10 18.537005605 -0.050000 -0.020000 -0.020000
3301 2019 03 06 06 10 19.567141116 -0.050000 -0.020000 -0.020000
3302 2019 03 06 06 10 20.674978989 -0.040000 -0.020000 -0.020000
3303 2019 03 06 06 10 21.705137625 -0.050000 -0.010000 -0.020000
3304 2019 03 06 06 10 22.735304334 -0.050000 -0.020000 -0.020000
3305 2019 03 06 06 10 23.765473230 -0.050000 -0.020000 -0.020000
3306 2019 03 06 06 10 24.795617699 -0.060000 -0.020000 -0.020000
3307 2019 03 06 06 10 25.851288952 -0.040000 -0.020000 -0.020000
3308 2019 03 06 06 10 26.881490817 -0.040000 -0.020000 -0.020000
3309 2019 03 06 06 10 27.911661588 -0.040000 -0.020000 -0.020000
3310 2019 03 06 06 10 28.941795484 -0.050000 -0.020000 -0.020000
3311 2019 03 06 06 10 29.971958443 -0.050000 -0.020000 -0.020000
3312 2019 03 06 06 10 31.025282342 -0.060000 -0.030000 -0.020000
3313 2019 03 06 06 10 32.055408062 -0.040000 -0.020000 -0.020000
3314 2019 03 06 06 10 33.087456768 -0.030000 -0.020000 -0.020000
3315 2019 03 06 06 10 34.120740921 -0.050000 -0.020000 -0.020000
3316 2019 03 06 06 10 35.150832683 -0.050000 -0.020000 -0.020000
3317 2019 03 06 06 10 36.180981371 -0.050000 -0.020000 -0.010000
3318 2019 03 06 06 10 37.220950979 -0.040000 -0.020000 -0.020000
3319 2019 03 06 06 10 38.251120553 -0.050000 -0.020000 -0.020000
3320 2019 03 06 06 10 39.281250493 -0.040000 -0.020000 -0.020000
3321 2019 03 06 06 10 40.311304704 -0.040000 -0.020000 -0.020000
3322 2019 03 06 06 10 41.341377822 -0.050000 -0.020000 -0.020000
3323 2019 03 06 06 10 42.371571354 -0.060000 -0.020000 -0.020000
3324 2019 03 06 06 10 43.401714418 -0.050000 -0.020000 -0.020000
3325 2019 03 06 06 10 44.431792380 -0.040000 -0.020000 -0.030000
3326 2019 03 06 06 10 45.461894403 -0.050000 -0.020000 -0.010000
3327 2019 03 06 06 10 46.492095227 -0.060000 -0.020000 -0.020000
3328 2019 03 06 06 10 47.522151574 -0.050000 -0.020000 -0.030000
3329 2019 03 06 06 10 48.552220733 -0.050000 -0.020000 -0.020000
3330 2019 03 06 06 10 49.582392026 -0.050000 -0.020000 -0.020000
3331 2019 03 06 06 10 50.612560090 -0.040000 -0.020000 -0.020000
3332 2019 03 06 06 10 51.642633625 -0.040000 -0.020000 -0.020000
3333 2019 03 06 06 10 52.672802209 -0.050000 -0.020000 -0.010000
3334 2019 03 06 06 10 53.702931211 -0.040000 -0.030000 -0.020000
3335 2019 03 06 06 10 54.733105734 -0.040000 -0.020000 -0.010000
3336 2019 03 06 06 10 55.763170674 -0.040000 -0.020000 -0.020000
3337 2019 03 06 06 10 56.793331759 -0.050000 -0.020000 -0.020000
3338 2019 03 06 06 10 57.823397064 -0.040000 -0.020000 -0.020000
3339 2019 03 06 06 10 58.853458464 -0.060000 -0.020000 -0.020000
3340 2019 03 06 06 10 59.883626163 -0.040000 -0.020000 -0.020000
3341 2019 03 06 06 11 00.913696364 -0.050000 -0.020000 -0.020000
3342 2019 03 06 06 11 01.969511574 -0.030000 -0.020000 -0.020000
3343 2019 03 06 06 11 03.010205179 -0.040000 -0.020000 -0.020000
3344 2019 03 06 06 11 04.041335257 -0.040000 -0.010000 -0.020000
3345 2019 03 06 06 11 05.071976333 -0.040000 -0.020000 -0.020000
3346 2019 03 06 06 11 06.104699300 -0.040000 -0.020000 -0.020000
3347 2019 03 06 06 11 07.134990747 -0.040000 -0.010000 -0.020000
3348 2019 03 06 06 11 08.171368232 -0.040000 -0.010000 -0.020000
3349 2019 03 06 06 11 09.201536818 -0.060000 -0.020000 -0.020000
3350 2019 03 06 06 11 10.231677488 -0.050000 -0.020000 -0.020000
3351 2019 03 06 06 11 11.261863209 -0.050000 -0.020000 -0.020000
3352 2019 03 06 06 11 12.292070857 -0.040000 -0.020000 -0.020000
3353 2019 03 06 06 11 13.322125799 -0.040000 -0.020000 -0.020000
3354 2019 03 06 06 11 14.352211782 -0.040000 -0.020000 -0.020000
3355 2019 03 06 06 11 15.382367087 -0.040000 -0.020000 -0.020000
3356 2019 03 06 06 11 16.412447549 -0.040000 -0.020000 -0.010000
3357 2019 03 06 06 11 17.442672072 -0.050000 -0.020000 -0.020000
3358 2019 03 06 06 11 18.473005863 -0.050000 -0.020000 -0.020000
3359 2019 03 06 06 11 19.503251062 -0.040000 -0.020000 -0.020000
3360 2019 03 06 06 11 20.533415169 -0.050000 -0.020000 -0.020000
3361 2019 03 06 06 11 21.563697398 -0.050000 -0.020000 -0.010000
3362 2019 03 06 06 11 22.593945202 -0.070000 -0.020000 -0.020000
3363 2019 03 06 06 11 23.624183786 -0.050000 -0.020000 -0.020000
3364 2019 03 06 06 11 24.654317165 -0.040000 -0.020000 -0.020000
3365 2019 03 06 06 11 25.684566530 -0.050000 -0.010000 -0.020000
3366 2019 03 06 06 11 26.714978914 -0.040000 -0.020000 -0.020000
3367 2019 03 06 06 11 27.745064741 -0.040000 -0.020000 -0.020000
3368 2019 03 06 06 11 28.775227702 -0.050000 -0.020000 -0.020000
3369 2019 03 06 06 11 29.805315456 -0.050000 -0.020000 -0.020000
3370 2019 03 06 06 11 30.835404199 -0.050000 -0.020000 -0.010000
3371 2019 03 06 06 11 31.865560910 -0.030000 -0.020000 -0.020000
3372 2019 03 06 06 11 32.895619186 -0.060000 -0.020000 -0.020000
3373 2019 03 06 06 11 33.925756626 -0.050000 -0.020000 -0.020000
3374 2019 03 06 06 11 34.955873963 -0.050000 -0.020000 -0.020000
3375 2019 03 06 06 11 35.985919166 -0.040000 -0.020000 -0.020000
3376 2019 03 06 06 11 37.025848828 -0.050000 -0.020000 -0.020000
3377 2019 03 06 06 11 38.057276453 -0.050000 -0.020000 -0.020000
3378 2019 03 06 06 11 39.088816994 -0.040000 -0.020000 -0.020000
3379 2019 03 06 06 11 40.122087139 -0.050000 -0.020000 -0.020000
3380 2019 03 06 06 11 41.152256871 -0.040000 -0.020000 -0.020000
3381 2019 03 06 06 11 42.207733756 -0.050000 -0.020000 -0.020000
3382 2019 03 06 06 11 43.240986611 -0.040000 -0.020000 -0.010000
3383 2019 03 06 06 11 44.271074470 -0.050000 -0.020000 -0.020000
3384 2019 03 06 06 11 45.301201183 -0.050000 -0.020000 -0.020000
3385 2019 03 06 06 11 46.331302428 -0.040000 -0.030000 -0.020000
3386 2019 03 06 06 11 47.380134223 -0.040000 -0.020000 -0.010000
3387 2019 03 06 06 11 48.410273696 -0.050000 -0.020000 -0.020000
3388 2019 03 06 06 11 49.440333379 -0.060000 -0.020000 -0.020000
3389 2019 03 06 06 11 50.470514570 -0.050000 -0.020000 -0.020000
3390 2019 03 06 06 11 51.500574253 -0.040000 -0.020000 -0.010000
3391 2019 03 06 06 11 52.560782304 -0.040000 -0.020000 -0.020000
3392 2019 03 06 06 11 53.590840372 -0.040000 -0.020000 -0.020000
3393 2019 03 06 06 11 54.621006667 -0.050000 -0.030000 -0.020000
3394 2019 03 06 06 11 55.651148171 -0.040000 -0.020000 -0.020000
3395 2019 03 06 06 11 56.681211500 -0.030000 -0.020000 -0.020000
3396 2019 03 06 06 11 57.736877861 -0.040000 -0.020000 -0.020000
3397 2019 03 06 06 11 58.766917909 -0.040000 -0.020000 -0.020000
3398 2019 03 06 06 11 59.796958738 -0.050000 -0.020000 -0.020000
3399 2019 03 06 06 12 00.827126596 -0.040000 -0.020000 -0.020000
3400 2019 03 06 06 12 01.857247683 -0.050000 -0.020000 -0.020000
3401 2019 03 06 06 12 02.907688357 -0.050000 -0.020000 -0.020000
3402 2019 03 06 06 12 03.938129439 -0.050000 -0.020000 -0.020000
3403 2019 03 06 06 12 04.968169695 -0.060000 -0.020000 -0.020000
3404 2019 03 06 06 12 06.010944619 -0.050000 -0.020000 -0.020000
3405 2019 03 06 06 12 07.048484846 -0.040000 -0.020000 -0.020000
3406 2019 03 06 06 12 08.081310052 -0.030000 -0.020000 -0.020000
3407 2019 03 06 06 12 09.111707437 -0.050000 -0.020000 -0.020000
3408 2019 03 06 06 12 10.141897482 -0.050000 -0.020000 -0.020000
3409 2019 03 06 06 12 11.172050080 -0.040000 -0.020000 -0.010000
3410 2019 03 06 06 12 12.203846294 -0.040000 -0.020000 -0.020000
3411 2019 03 06 06 12 13.234482894 -0.050000 -0.020000 -0.020000
3412 2019 03 06 06 12 14.265037672 -0.040000 -0.020000 -0.020000
3413 2019 03 06 06 12 15.295552971 -0.060000 -0.020000 -0.020000
3414 2019 03 06 06 12 16.325962908 -0.050000 -0.020000 -0.010000
3415 2019 03 06 06 12 17.356399720 -0.050000 -0.010000 -0.020000
3416 2019 03 06 06 12 18.386828877 -0.030000 -0.040000 -0.010000
3417 2019 03 06 06 12 19.417247252 -0.040000 -0.020000 -0.020000
3418 2019 03 06 06 12 20.447681096 -0.040000 -0.020000 -0.020000
3419 2019 03 06 06 12 21.478091867 -0.050000 -0.020000 -0.020000
3420 2019 03 06 06 12 22.508498576 -0.050000 -0.030000 -0.020000
3421 2019 03 06 06 12 23.538910910 -0.040000 -0.020000 -0.020000
3422 2019 03 06 06 12 24.569321317 -0.050000 -0.020000 -0.020000
3423 2019 03 06 06 12 25.599757244 -0.040000 -0.020000 -0.020000
3424 2019 03 06 06 12 26.630185307 -0.040000 -0.020000 -0.020000
3425 2019 03 06 06 12 27.660611547 -0.050000 -0.020000 -0.020000
3426 2019 03 06 06 12 28.691062682 -0.040000 -0.020000 -0.020000
3427 2019 03 06 06 12 29.721511995 -0.040000 -0.020000 -0.020000
3428 2019 03 06 06 12 30.751974953 -0.050000 -0.010000 -0.020000
3429 2019 03 06 06 12 31.782406088 -0.040000 -0.020000 -0.020000
3430 2019 03 06 06 12 32.812868265 -0.060000 -0.020000 -0.020000
3431 2019 03 06 06 12 33.843331119 -0.040000 -0.020000 -0.010000
3432 2019 03 06 06 12 34.873793712 -0.050000 -0.020000 -0.020000
3433 2019 03 06 06 12 35.904233754 -0.030000 -0.020000 -0.020000
3434 2019 03 06 06 12 36.934695462 -0.040000 -0.020000 -0.020000
3435 2019 03 06 06 12 37.965135920 -0.040000 -0.020000 -0.020000
3436 2019 03 06 06 12 38.997399680 -0.030000 -0.020000 -0.020000
3437 2019 03 06 06 12 40.031356429 -0.040000 -0.020000 -0.020000
3438 2019 03 06 06 12 41.061894178 -0.050000 -0.020000 -0.020000
3439 2019 03 06 06 12 42.096022227 -0.050000 -0.020000 -0.020000
3440 2019 03 06 06 12 43.126896011 -0.050000 -0.030000 -0.020000
3441 2019 03 06 06 12 44.157413863 -0.040000 -0.020000 -0.020000
3442 2019 03 06 06 12 45.197280976 -0.040000 -0.020000 -0.020000
3443 2019 03 06 06 12 46.227687790 -0.040000 -0.020000 -0.020000
3444 2019 03 06 06 12 47.258148039 -0.050000 -0.020000 -0.020000
3445 2019 03 06 06 12 48.288581206 -0.050000 -0.020000 -0.020000
3446 2019 03 06 06 12 49.318993905 -0.060000 -0.040000 -0.010000
3447 2019 03 06 06 12 50.349423113 -0.050000 -0.010000 -0.020000
3448 2019 03 06 06 12 51.379852791 -0.040000 -0.020000 -0.020000
3449 2019 03 06 06 12 52.410285437 -0.050000 -0.020000 -0.020000
3450 2019 03 06 06 12 53.440733291 -0.040000 -0.020000 -0.020000
3451 2019 03 06 06 12 54.471176562 -0.030000 -0.020000 -0.020000
3452 2019 03 06 06 12 55.501689467 -0.020000 -0.020000 -0.020000
3453 2019 03 06 06 12 56.532119979 -0.040000 -0.020000 -0.020000
3454 2019 03 06 06 12 57.562554397 -0.050000 -0.020000 -0.020000
3455 2019 03 06 06 12 58.592980065 -0.040000 -0.020000 -0.020000
3456 2019 03 06 06 12 59.623413754 -0.050000 -0.030000 -0.020000
3457 2019 03 06 06 13 00.653849266 -0.040000 -0.020000 -0.020000
3458 2019 03 06 06 13 01.683970252 -0.050000 -0.030000 -0.020000
3459 2019 03 06 06 13 02.714153841 -0.050000 -0.020000 -0.020000
3460 2019 03 06 06 13 03.744206391 -0.030000 -0.020000 -0.020000
3461 2019 03 06 06 13 04.774389772 -0.030000 -0.020000 -0.020000
3462 2019 03 06 06 13 05.804575600 -0.050000 -0.020000 -0.020000
3463 2019 03 06 06 13 06.834756481 -0.050000 -0.020000 -0.020000
3464 2019 03 06 06 13 07.864809604 -0.050000 -0.020000 -0.020000
3465 2019 03 06 06 13 08.894983714 -0.050000 -0.020000 -0.010000
3466 2019 03 06 06 13 09.925064805 -0.030000 -0.020000 -0.020000
3467 2019 03 06 06 13 10.955361778 -0.050000 -0.020000 -0.020000
3468 2019 03 06 06 13 11.990858137 -0.040000 -0.020000 -0.020000
3469 2019 03 06 06 13 13.020988602 -0.050000 -0.020000 -0.020000
3470 2019 03 06 06 13 14.061163575 -0.050000 -0.020000 -0.030000
3471 2019 03 06 06 13 15.097796789 -0.040000 -0.020000 -0.020000
3472 2019 03 06 06 13 16.129917635 -0.040000 -0.020000 -0.020000
3473 2019 03 06 06 13 17.160024455 -0.050000 -0.020000 -0.020000
3474 2019 03 06 06 13 18.190109764 -0.050000 -0.020000 -0.020000
3475 2019 03 06 06 13 19.220186428 -0.050000 -0.020000 -0.020000
