 ep year mon day hour min sec gx gy gz
1054 2019 03 06 05 31 41.081279406 -0.040000 -0.020000 -0.010000
1055 2019 03 06 05 31 42.111493145 -0.050000 -0.020000 -0.020000
1056 2019 03 06 05 31 43.143151756 -0.050000 -0.020000 -0.020000
1057 2019 03 06 05 31 44.173444252 -0.050000 -0.020000 -0.020000
1058 2019 03 06 05 31 45.203623472 -0.040000 -0.020000 -0.020000
1059 2019 03 06 05 31 46.233760196 -0.040000 -0.020000 -0.010000
1060 2019 03 06 05 31 47.267139777 -0.040000 -0.020000 -0.020000
1061 2019 03 06 05 31 48.297361820 -0.050000 -0.020000 -0.020000
1062 2019 03 06 05 31 49.327556108 -0.050000 -0.020000 -0.020000
1063 2019 03 06 05 31 50.357710816 -0.040000 -0.020000 -0.020000
1064 2019 03 06 05 31 51.387971725 -0.050000 -0.020000 -0.020000
1065 2019 03 06 05 31 52.418091337 -0.040000 -0.020000 -0.020000
1066 2019 03 06 05 31 53.448248036 -0.040000 -0.020000 -0.010000
1067 2019 03 06 05 31 54.478497288 -0.050000 -0.020000 -0.020000
1068 2019 03 06 05 31 55.510075581 -0.040000 -0.020000 -0.020000
1069 2019 03 06 05 31 56.540356351 -0.050000 -0.020000 -0.010000
1070 2019 03 06 05 31 57.570463169 -0.050000 -0.010000 -0.020000
1071 2019 03 06 05 31 58.600622490 -0.060000 -0.020000 -0.020000
1072 2019 03 06 05 31 59.630765513 -0.040000 -0.010000 -0.020000
1073 2019 03 06 05 32 00.660970101 -0.060000 -0.020000 -0.020000
1074 2019 03 06 05 32 01.691033028 -0.070000 0.000000 -0.010000
1075 2019 03 06 05 32 02.721093824 -0.090000 -0.070000 -0.180000
1076 2019 03 06 05 32 03.751250924 -0.040000 -0.010000 -0.020000
1077 2019 03 06 05 32 04.781473287 -0.040000 -0.040000 -0.020000
1078 2019 03 06 05 32 05.811609665 -0.050000 -0.040000 -0.020000
1079 2019 03 06 05 32 06.841699016 -0.040000 -0.010000 -0.020000
1080 2019 03 06 05 32 07.871837120 -0.040000 -0.020000 -0.020000
1081 2019 03 06 05 32 08.901895855 -0.050000 -0.020000 -0.020000
1082 2019 03 06 05 32 09.932055476 -0.050000 -0.030000 -0.020000
1083 2019 03 06 05 32 10.962126301 -0.040000 -0.010000 -0.020000
1084 2019 03 06 05 32 11.992201192 -0.070000 -0.020000 -0.020000
1085 2019 03 06 05 32 13.030968156 -0.050000 -0.020000 -0.020000
1086 2019 03 06 05 32 14.071407956 -0.040000 -0.020000 -0.010000
1087 2019 03 06 05 32 15.107359618 -0.040000 -0.020000 -0.020000
1088 2019 03 06 05 32 16.137449158 -0.050000 -0.020000 -0.020000
1089 2019 03 06 05 32 17.167987548 -0.040000 -0.020000 -0.010000
1090 2019 03 06 05 32 18.198200479 -0.050000 -0.030000 -0.020000
1091 2019 03 06 05 32 19.228330863 -0.060000 -0.020000 -0.020000
1092 2019 03 06 05 32 20.258557656 -0.050000 -0.020000 -0.020000
1093 2019 03 06 05 32 21.288840388 -0.050000 -0.020000 -0.020000
1094 2019 03 06 05 32 22.318960366 -0.050000 -0.020000 -0.020000
1095 2019 03 06 05 32 23.349306541 -0.050000 -0.030000 -0.020000
1096 2019 03 06 05 32 24.379579699 -0.050000 -0.010000 -0.020000
1097 2019 03 06 05 32 25.409835935 -0.050000 -0.020000 -0.010000
1098 2019 03 06 05 32 26.440061446 -0.050000 -0.020000 -0.020000
1099 2019 03 06 05 32 27.470191441 -0.040000 -0.010000 -0.010000
1100 2019 03 06 05 32 28.500336701 -0.050000 -0.020000 -0.020000
1101 2019 03 06 05 32 29.530559150 -0.050000 -0.020000 -0.020000
1102 2019 03 06 05 32 30.560901912 -0.060000 -0.030000 -0.020000
1103 2019 03 06 05 32 31.591136607 -0.050000 -0.020000 -0.020000
1104 2019 03 06 05 32 33.463426395 -0.050000 -0.010000 -0.020000
1105 2019 03 06 05 32 34.493757504 -0.050000 -0.020000 -0.020000
1106 2019 03 06 05 32 35.524355903 -0.050000 -0.020000 -0.020000
1107 2019 03 06 05 32 36.554616083 -0.040000 -0.020000 -0.020000
1108 2019 03 06 05 32 37.584787257 -0.050000 -0.020000 -0.020000
1109 2019 03 06 05 32 38.614941300 -0.050000 -0.020000 -0.020000
1110 2019 03 06 05 32 39.645092533 -0.050000 -0.020000 -0.020000
1111 2019 03 06 05 32 40.675295488 -0.040000 -0.030000 -0.020000
1112 2019 03 06 05 32 41.705453031 -0.060000 -0.050000 -0.020000
1113 2019 03 06 05 32 42.735789792 -0.030000 -0.010000 -0.020000
1114 2019 03 06 05 32 43.765917758 -0.050000 -0.030000 -0.020000
1115 2019 03 06 05 32 44.796060832 -0.060000 -0.020000 -0.020000
1116 2019 03 06 05 32 45.826235784 -0.040000 -0.010000 -0.020000
1117 2019 03 06 05 32 46.856362511 -0.060000 -0.020000 -0.020000
1118 2019 03 06 05 32 47.886492106 -0.040000 -0.010000 -0.020000
1119 2019 03 06 05 32 48.916620662 -0.040000 -0.020000 -0.020000
1120 2019 03 06 05 32 49.946754742 -0.040000 -0.020000 -0.020000
1121 2019 03 06 05 32 50.976936638 -0.050000 -0.020000 -0.010000
1122 2019 03 06 05 32 52.007093953 -0.050000 -0.020000 -0.020000
1123 2019 03 06 05 32 53.037225804 -0.060000 -0.020000 -0.020000
1124 2019 03 06 05 32 54.071198990 -0.040000 -0.020000 -0.010000
1125 2019 03 06 05 32 55.101499594 -0.040000 -0.010000 -0.020000
1126 2019 03 06 05 32 56.131790722 -0.060000 -0.030000 -0.020000
1127 2019 03 06 05 32 57.162048730 -0.050000 -0.030000 -0.010000
1128 2019 03 06 05 32 58.192251325 -0.020000 0.020000 -0.020000
1129 2019 03 06 05 32 59.231075266 -0.040000 -0.020000 -0.020000
1130 2019 03 06 05 33 00.261798431 -0.040000 -0.030000 -0.010000
1131 2019 03 06 05 33 01.292000307 -0.050000 -0.030000 -0.020000
1132 2019 03 06 05 33 02.322143124 -0.040000 0.020000 0.030000
1133 2019 03 06 05 33 03.352274227 -0.020000 -0.010000 -0.020000
1134 2019 03 06 05 33 04.382332678 -0.050000 -0.030000 -0.040000
1135 2019 03 06 05 33 05.412431756 -0.040000 -0.020000 -0.010000
1136 2019 03 06 05 33 06.442526671 -0.050000 -0.010000 0.000000
1137 2019 03 06 05 33 07.472663047 -0.040000 0.000000 -0.020000
1138 2019 03 06 05 33 08.502745312 -0.040000 0.000000 -0.020000
1139 2019 03 06 05 33 09.532804091 -0.050000 -0.020000 -0.020000
1140 2019 03 06 05 33 10.562899748 -0.020000 0.000000 -0.020000
1141 2019 03 06 05 33 11.592957649 -0.030000 -0.040000 -0.020000
1142 2019 03 06 05 33 12.623092166 -0.060000 -0.020000 -0.020000
1143 2019 03 06 05 33 13.653143719 -0.060000 -0.010000 -0.010000
1144 2019 03 06 05 33 14.683202775 -0.050000 -0.020000 -0.010000
1145 2019 03 06 05 33 15.713278605 -0.060000 -0.030000 -0.020000
1146 2019 03 06 05 33 16.743572923 -0.060000 -0.020000 -0.020000
1147 2019 03 06 05 33 17.773643186 -0.050000 -0.030000 -0.020000
1148 2019 03 06 05 33 18.803691526 -0.050000 -0.020000 -0.020000
1149 2019 03 06 05 33 19.833751379 -0.070000 -0.020000 -0.020000
1150 2019 03 06 05 33 20.863812589 -0.060000 -0.010000 -0.010000
1151 2019 03 06 05 33 21.893872240 -0.040000 -0.010000 -0.020000
1152 2019 03 06 05 33 22.923932936 -0.070000 -0.040000 -0.020000
1153 2019 03 06 05 33 23.953989885 -0.060000 -0.020000 -0.010000
1154 2019 03 06 05 33 24.984051368 -0.030000 -0.020000 -0.020000
1155 2019 03 06 05 33 26.014119885 -0.050000 -0.030000 -0.020000
1156 2019 03 06 05 33 27.044185906 -0.050000 -0.010000 -0.020000
1157 2019 03 06 05 33 28.101202191 -0.060000 -0.020000 -0.020000
1158 2019 03 06 05 33 29.132045234 0.050000 -0.040000 -0.120000
1159 2019 03 06 05 33 30.162209440 -0.030000 -0.090000 -0.370000
1160 2019 03 06 05 33 31.193244100 -0.080000 -0.010000 -0.160000
1161 2019 03 06 05 33 32.223403624 -0.060000 -0.060000 -0.020000
1162 2019 03 06 05 33 33.253567630 -0.040000 0.000000 -0.020000
1163 2019 03 06 05 33 34.283698932 -0.070000 0.000000 -0.080000
1164 2019 03 06 05 33 35.313832736 -0.060000 -0.020000 -0.020000
1165 2019 03 06 05 33 36.344861839 -0.060000 0.000000 -0.020000
1166 2019 03 06 05 33 37.375110334 -0.060000 -0.030000 -0.020000
1167 2019 03 06 05 33 38.405308157 -0.070000 -0.010000 -0.150000
1168 2019 03 06 05 33 39.435564628 -0.040000 -0.010000 0.030000
1169 2019 03 06 05 33 40.465779227 -0.060000 -0.020000 -0.020000
1170 2019 03 06 05 33 41.495992163 -0.060000 -0.020000 -0.020000
1171 2019 03 06 05 33 42.526214164 -0.050000 -0.020000 -0.020000
1172 2019 03 06 05 33 43.556351378 -0.050000 -0.030000 -0.020000
1173 2019 03 06 05 33 44.586523282 -0.040000 -0.020000 -0.020000
1174 2019 03 06 05 33 45.616712897 -0.050000 -0.020000 -0.010000
1175 2019 03 06 05 33 46.646823714 -0.040000 -0.020000 -0.020000
1176 2019 03 06 05 33 47.676941306 -0.030000 -0.020000 -0.020000
1177 2019 03 06 05 33 48.707071400 -0.050000 -0.020000 -0.020000
1178 2019 03 06 05 33 49.737255298 -0.050000 -0.020000 -0.020000
1179 2019 03 06 05 33 50.767546697 -0.050000 -0.020000 -0.010000
1180 2019 03 06 05 33 51.797775495 -0.050000 -0.020000 -0.020000
1181 2019 03 06 05 33 52.827972474 -0.050000 -0.020000 -0.020000
1182 2019 03 06 05 33 53.858101177 -0.060000 -0.030000 -0.020000
1183 2019 03 06 05 33 54.888331026 -0.050000 -0.020000 -0.020000
1184 2019 03 06 05 33 55.918624002 -0.030000 -0.010000 -0.020000
1185 2019 03 06 05 33 56.948749068 -0.050000 -0.020000 -0.020000
1186 2019 03 06 05 33 57.978977207 -0.040000 -0.020000 -0.010000
1187 2019 03 06 05 33 59.009141496 -0.050000 -0.020000 -0.020000
1188 2019 03 06 05 34 00.039268341 -0.050000 -0.020000 -0.020000
1189 2019 03 06 05 34 01.069564509 -0.060000 -0.020000 -0.020000
1190 2019 03 06 05 34 02.100109686 -0.050000 -0.020000 -0.020000
1191 2019 03 06 05 34 03.130795904 -0.060000 -0.020000 -0.020000
1192 2019 03 06 05 34 04.161663631 -0.050000 -0.020000 -0.020000
1193 2019 03 06 05 34 05.191927989 -0.020000 -0.010000 -0.020000
1194 2019 03 06 05 34 06.222309638 -0.070000 -0.010000 -0.020000
1195 2019 03 06 05 34 07.252573271 -0.050000 -0.020000 -0.020000
1196 2019 03 06 05 34 08.282815606 -0.050000 -0.010000 -0.020000
1197 2019 03 06 05 34 09.312998830 -0.050000 -0.010000 -0.020000
1198 2019 03 06 05 34 10.343193932 -0.060000 -0.020000 -0.020000
1199 2019 03 06 05 34 11.373360443 -0.040000 -0.020000 -0.010000
1200 2019 03 06 05 34 12.403524979 -0.040000 -0.020000 -0.020000
1201 2019 03 06 05 34 13.433678059 -0.070000 -0.020000 -0.020000
1202 2019 03 06 05 34 14.463866453 -0.060000 -0.040000 -0.020000
1203 2019 03 06 05 34 15.494068496 -0.040000 -0.010000 -0.020000
1204 2019 03 06 05 34 16.524307781 -0.050000 -0.030000 -0.010000
1205 2019 03 06 05 34 17.554466029 -0.060000 -0.020000 -0.100000
1206 2019 03 06 05 34 18.584630372 -0.040000 -0.020000 -0.020000
1207 2019 03 06 05 34 19.614828000 -0.060000 -0.020000 -0.020000
1208 2019 03 06 05 34 20.644999901 -0.050000 -0.020000 -0.010000
1209 2019 03 06 05 34 21.675150764 -0.040000 -0.020000 -0.020000
1210 2019 03 06 05 34 22.705306004 -0.040000 -0.020000 -0.020000
1211 2019 03 06 05 34 23.735479164 -0.060000 -0.030000 -0.010000
1212 2019 03 06 05 34 24.765617692 -0.050000 -0.010000 -0.010000
1213 2019 03 06 05 34 25.795792940 -0.040000 -0.020000 -0.020000
1214 2019 03 06 05 34 26.825946734 -0.050000 -0.030000 -0.020000
1215 2019 03 06 05 34 27.856058343 -0.050000 -0.050000 -0.030000
1216 2019 03 06 05 34 28.886198079 -0.050000 0.020000 -0.080000
1217 2019 03 06 05 34 29.916337454 -0.040000 -0.020000 -0.020000
1218 2019 03 06 05 34 30.946482769 -0.050000 -0.020000 -0.030000
1219 2019 03 06 05 34 31.976622358 -0.040000 -0.020000 -0.020000
1220 2019 03 06 05 34 33.006860957 -0.040000 -0.030000 0.000000
1221 2019 03 06 05 34 34.037030134 -0.040000 -0.020000 -0.020000
1222 2019 03 06 05 34 35.067365196 -0.050000 -0.020000 -0.020000
1223 2019 03 06 05 34 36.097746562 -0.040000 -0.030000 0.000000
1224 2019 03 06 05 34 37.128327353 -0.070000 0.000000 -0.050000
1225 2019 03 06 05 34 38.158502687 -0.050000 -0.020000 -0.020000
1226 2019 03 06 05 34 39.190204973 -0.050000 -0.020000 -0.020000
1227 2019 03 06 05 34 40.220349375 -0.060000 0.000000 -0.020000
1228 2019 03 06 05 34 41.250500863 -0.030000 -0.020000 -0.020000
1229 2019 03 06 05 34 42.280674645 -0.040000 -0.020000 -0.020000
1230 2019 03 06 05 34 43.310813326 -0.050000 -0.010000 -0.020000
1231 2019 03 06 05 34 44.340984145 -0.050000 -0.030000 -0.020000
1232 2019 03 06 05 34 45.371151737 -0.050000 -0.020000 -0.010000
1233 2019 03 06 05 34 46.401322092 -0.040000 -0.020000 -0.020000
1234 2019 03 06 05 34 47.431504325 -0.050000 -0.020000 -0.020000
1235 2019 03 06 05 34 48.461681247 -0.060000 -0.020000 -0.010000
1236 2019 03 06 05 34 49.492434464 -0.050000 -0.050000 -0.020000
1237 2019 03 06 05 34 50.522587903 -0.040000 -0.020000 -0.020000
1238 2019 03 06 05 34 51.552745666 -0.040000 -0.030000 -0.020000
1239 2019 03 06 05 34 52.582917444 -0.060000 -0.010000 -0.020000
1240 2019 03 06 05 34 53.613106880 -0.060000 -0.010000 -0.020000
1241 2019 03 06 05 34 54.643247152 -0.060000 -0.020000 -0.020000
1242 2019 03 06 05 34 55.673449978 -0.060000 -0.020000 -0.020000
1243 2019 03 06 05 34 56.703664421 -0.050000 -0.020000 -0.020000
1244 2019 03 06 05 34 57.733787410 -0.050000 -0.020000 -0.020000
1245 2019 03 06 05 34 58.763957588 -0.040000 -0.010000 -0.020000
1246 2019 03 06 05 34 59.794170946 -0.060000 -0.020000 -0.010000
1247 2019 03 06 05 35 00.824341390 -0.040000 -0.020000 -0.020000
1248 2019 03 06 05 35 01.854506108 -0.050000 -0.020000 -0.010000
1249 2019 03 06 05 35 02.884690931 -0.040000 -0.020000 -0.020000
1250 2019 03 06 05 35 03.914878153 -0.050000 -0.020000 -0.010000
1251 2019 03 06 05 35 04.945007045 -0.050000 -0.020000 -0.020000
1252 2019 03 06 05 35 05.975216511 -0.040000 -0.020000 -0.020000
1253 2019 03 06 05 35 07.005382751 -0.050000 -0.020000 -0.020000
1254 2019 03 06 05 35 08.040498328 -0.040000 -0.020000 -0.020000
1255 2019 03 06 05 35 09.077620223 -0.040000 -0.020000 -0.020000
1256 2019 03 06 05 35 10.108888273 -0.050000 -0.020000 -0.020000
1257 2019 03 06 05 35 11.139244156 -0.050000 -0.020000 -0.010000
1258 2019 03 06 05 35 12.169389577 -0.050000 -0.020000 -0.020000
1259 2019 03 06 05 35 13.199812963 -0.050000 -0.010000 -0.020000
1260 2019 03 06 05 35 14.230029481 -0.050000 -0.030000 -0.020000
1261 2019 03 06 05 35 15.260177565 -0.060000 -0.020000 -0.020000
1262 2019 03 06 05 35 16.290329089 -0.060000 -0.020000 -0.020000
1263 2019 03 06 05 35 17.320465563 -0.040000 -0.020000 -0.020000
1264 2019 03 06 05 35 18.350640164 -0.040000 -0.020000 -0.020000
1265 2019 03 06 05 35 19.380784717 -0.040000 -0.020000 -0.020000
1266 2019 03 06 05 35 20.410950210 -0.050000 -0.020000 -0.020000
1267 2019 03 06 05 35 21.441139767 -0.050000 -0.020000 -0.020000
1268 2019 03 06 05 35 22.471322504 -0.060000 -0.020000 -0.020000
1269 2019 03 06 05 35 23.501493056 -0.040000 -0.020000 -0.010000
1270 2019 03 06 05 35 24.531662517 -0.060000 -0.020000 -0.020000
1271 2019 03 06 05 35 25.561894635 -0.040000 -0.010000 -0.020000
1272 2019 03 06 05 35 26.592077955 -0.060000 -0.010000 -0.020000
1273 2019 03 06 05 35 27.622226173 -0.050000 -0.020000 -0.020000
1274 2019 03 06 05 35 28.652380488 -0.050000 -0.020000 -0.020000
1275 2019 03 06 05 35 29.682568971 -0.050000 -0.030000 -0.020000
1276 2019 03 06 05 35 30.712732925 -0.060000 -0.020000 -0.020000
1277 2019 03 06 05 35 31.742911257 -0.060000 -0.010000 -0.020000
1278 2019 03 06 05 35 32.773094799 -0.040000 -0.020000 -0.010000
1279 2019 03 06 05 35 33.803261209 -0.040000 -0.020000 -0.030000
1280 2019 03 06 05 35 34.833406320 -0.050000 -0.010000 -0.010000
1281 2019 03 06 05 35 35.863602473 -0.040000 -0.020000 -0.020000
1282 2019 03 06 05 35 36.893762016 -0.070000 -0.020000 -0.020000
1283 2019 03 06 05 35 37.923934008 -0.040000 -0.020000 -0.020000
1284 2019 03 06 05 35 38.954088711 -0.040000 -0.020000 -0.020000
1285 2019 03 06 05 35 39.984227272 -0.050000 -0.020000 -0.020000
1286 2019 03 06 05 35 41.014393490 -0.040000 -0.020000 -0.020000
1287 2019 03 06 05 35 42.044605335 -0.050000 -0.020000 -0.020000
1288 2019 03 06 05 35 43.075668104 -0.050000 -0.020000 -0.020000
1289 2019 03 06 05 35 44.108197410 -0.040000 -0.020000 -0.020000
1290 2019 03 06 05 35 45.138320358 -0.030000 -0.020000 -0.020000
1291 2019 03 06 05 35 46.168350080 -0.040000 -0.020000 -0.020000
1292 2019 03 06 05 35 47.198544072 -0.050000 -0.020000 -0.020000
1293 2019 03 06 05 35 48.230936045 -0.060000 -0.010000 -0.020000
1294 2019 03 06 05 35 49.261126188 -0.040000 -0.020000 -0.020000
1295 2019 03 06 05 35 50.291344197 -0.050000 -0.010000 -0.020000
1296 2019 03 06 05 35 51.321512470 -0.040000 -0.020000 -0.020000
1297 2019 03 06 05 35 52.351698922 -0.040000 -0.020000 -0.020000
1298 2019 03 06 05 35 53.381914542 -0.030000 -0.020000 -0.020000
1299 2019 03 06 05 35 54.412088135 -0.040000 -0.020000 -0.020000
1300 2019 03 06 05 35 55.442262876 -0.060000 -0.020000 -0.020000
1301 2019 03 06 05 35 56.472441421 -0.050000 -0.030000 -0.020000
1302 2019 03 06 05 35 57.502633979 -0.040000 -0.020000 -0.010000
1303 2019 03 06 05 35 58.532810289 -0.080000 -0.010000 -0.020000
1304 2019 03 06 05 35 59.562977018 -0.060000 -0.020000 -0.020000
1305 2019 03 06 05 36 00.593157968 -0.050000 -0.020000 -0.020000
1306 2019 03 06 05 36 01.623344492 -0.060000 -0.020000 -0.020000
1307 2019 03 06 05 36 02.653562113 -0.030000 -0.020000 -0.020000
1308 2019 03 06 05 36 03.683716872 -0.030000 -0.030000 -0.020000
1309 2019 03 06 05 36 04.713931112 -0.060000 -0.020000 -0.020000
1310 2019 03 06 05 36 05.744134000 -0.050000 -0.020000 -0.020000
1311 2019 03 06 05 36 06.774326058 -0.050000 -0.010000 -0.020000
1312 2019 03 06 05 36 07.804554315 -0.050000 -0.010000 -0.020000
1313 2019 03 06 05 36 08.834746533 -0.040000 -0.020000 -0.020000
1314 2019 03 06 05 36 09.864892139 -0.050000 -0.020000 -0.020000
1315 2019 03 06 05 36 10.895107382 -0.040000 -0.020000 -0.020000
1316 2019 03 06 05 36 11.925311846 -0.050000 -0.010000 -0.020000
1317 2019 03 06 05 36 12.955493969 -0.050000 -0.020000 -0.010000
1318 2019 03 06 05 36 13.985664012 -0.020000 -0.020000 -0.020000
1319 2019 03 06 05 36 15.015853796 -0.040000 -0.020000 -0.020000
1320 2019 03 06 05 36 16.055865219 -0.030000 -0.020000 -0.020000
1321 2019 03 06 05 36 17.086353647 -0.060000 -0.020000 -0.030000
1322 2019 03 06 05 36 18.117923099 -0.040000 -0.010000 -0.020000
1323 2019 03 06 05 36 19.148086538 -0.040000 -0.010000 -0.020000
1324 2019 03 06 05 36 20.178216699 -0.030000 -0.020000 -0.020000
1325 2019 03 06 05 36 21.208481651 -0.040000 -0.020000 -0.020000
1326 2019 03 06 05 36 22.238648534 -0.040000 -0.020000 -0.020000
1327 2019 03 06 05 36 23.268809534 -0.070000 -0.010000 -0.020000
1328 2019 03 06 05 36 24.298960744 -0.050000 -0.020000 -0.020000
1329 2019 03 06 05 36 25.329528981 -0.040000 -0.010000 -0.020000
1330 2019 03 06 05 36 26.360067689 -0.040000 -0.020000 -0.020000
1331 2019 03 06 05 36 27.390602544 -0.040000 -0.020000 -0.010000
1332 2019 03 06 05 36 28.421057716 -0.040000 -0.020000 -0.020000
1333 2019 03 06 05 36 29.451560963 -0.030000 -0.020000 -0.020000
1334 2019 03 06 05 36 30.482016243 -0.050000 -0.020000 -0.020000
1335 2019 03 06 05 36 31.512462881 -0.060000 -0.010000 -0.020000
1336 2019 03 06 05 36 32.542919259 -0.050000 -0.020000 -0.020000
1337 2019 03 06 05 36 33.573515116 -0.070000 -0.010000 -0.020000
1338 2019 03 06 05 36 34.604083216 -0.030000 -0.020000 -0.020000
1339 2019 03 06 05 36 35.634570642 -0.030000 -0.020000 -0.020000
1340 2019 03 06 05 36 36.665021560 -0.060000 -0.020000 -0.020000
1341 2019 03 06 05 36 37.695468470 -0.050000 -0.030000 -0.020000
1342 2019 03 06 05 36 38.941958495 -0.040000 -0.030000 -0.020000
1343 2019 03 06 05 36 39.972399473 -0.050000 -0.020000 -0.020000
1344 2019 03 06 05 36 41.002955971 -0.050000 -0.020000 -0.020000
1345 2019 03 06 05 36 42.038682531 -0.040000 -0.020000 -0.020000
1346 2019 03 06 05 36 43.071047385 -0.020000 -0.020000 -0.020000
1347 2019 03 06 05 36 44.104432794 -0.050000 -0.020000 -0.020000
1348 2019 03 06 05 36 45.135891732 -0.040000 -0.020000 -0.020000
1349 2019 03 06 05 36 46.166219339 -0.060000 -0.020000 -0.020000
1350 2019 03 06 05 36 47.196387993 -0.070000 -0.020000 -0.010000
1351 2019 03 06 05 36 48.231203280 -0.030000 -0.030000 -0.010000
1352 2019 03 06 05 36 49.261357095 -0.050000 -0.020000 -0.020000
1353 2019 03 06 05 36 50.291604660 -0.040000 -0.010000 -0.020000
1354 2019 03 06 05 36 51.321809207 -0.040000 -0.030000 -0.020000
1355 2019 03 06 05 36 52.351982090 -0.050000 -0.020000 -0.020000
1356 2019 03 06 05 36 53.382195287 -0.030000 -0.030000 -0.020000
1357 2019 03 06 05 36 54.412350883 -0.040000 -0.030000 -0.020000
1358 2019 03 06 05 36 55.442541116 -0.030000 -0.030000 -0.020000
1359 2019 03 06 05 36 56.472725830 -0.040000 -0.020000 -0.020000
1360 2019 03 06 05 36 57.502916952 -0.030000 -0.030000 -0.010000
1361 2019 03 06 05 36 58.533092764 -0.030000 -0.020000 -0.020000
1362 2019 03 06 05 36 59.563285505 -0.030000 -0.040000 -0.020000
1363 2019 03 06 05 37 00.593456895 -0.050000 -0.020000 -0.020000
1364 2019 03 06 05 37 01.623768700 -0.050000 -0.030000 -0.020000
1365 2019 03 06 05 37 02.653957749 -0.030000 -0.020000 -0.020000
1366 2019 03 06 05 37 03.684106333 -0.050000 -0.030000 -0.020000
1367 2019 03 06 05 37 04.714317573 -0.050000 -0.020000 -0.020000
1368 2019 03 06 05 37 05.744523659 -0.050000 -0.020000 -0.020000
1369 2019 03 06 05 37 06.774681051 -0.040000 -0.030000 -0.020000
1370 2019 03 06 05 37 07.804858860 -0.040000 -0.020000 -0.020000
1371 2019 03 06 05 37 08.835069640 -0.050000 -0.020000 -0.020000
1372 2019 03 06 05 37 09.865226412 -0.040000 -0.010000 -0.020000
1373 2019 03 06 05 37 10.895397457 -0.050000 -0.030000 -0.020000
1374 2019 03 06 05 37 11.925576524 -0.050000 -0.020000 -0.020000
1375 2019 03 06 05 37 12.955726793 -0.040000 -0.020000 -0.020000
1376 2019 03 06 05 37 13.985853678 -0.050000 -0.020000 -0.020000
1377 2019 03 06 05 37 15.015991867 -0.060000 -0.020000 -0.020000
1378 2019 03 06 05 37 16.046125683 -0.040000 -0.020000 -0.020000
1379 2019 03 06 05 37 17.076308250 -0.070000 -0.010000 -0.020000
1380 2019 03 06 05 37 18.112299981 -0.050000 -0.020000 -0.020000
1381 2019 03 06 05 37 19.172175223 -0.050000 -0.030000 -0.020000
1382 2019 03 06 05 37 20.205569194 -0.080000 -0.010000 -0.020000
1383 2019 03 06 05 37 21.235876351 -0.040000 -0.020000 -0.020000
1384 2019 03 06 05 37 22.266132207 -0.040000 -0.020000 -0.020000
1385 2019 03 06 05 37 23.296378223 -0.060000 -0.010000 -0.020000
1386 2019 03 06 05 37 24.326624293 -0.050000 -0.020000 -0.010000
1387 2019 03 06 05 37 25.356773282 -0.060000 0.000000 -0.020000
1388 2019 03 06 05 37 26.386936284 -0.030000 -0.030000 -0.020000
1389 2019 03 06 05 37 27.417064757 -0.060000 -0.010000 -0.020000
1390 2019 03 06 05 37 28.447189275 -0.030000 -0.040000 -0.020000
1391 2019 03 06 05 37 29.477416969 -0.050000 -0.020000 -0.020000
1392 2019 03 06 05 37 30.507659925 -0.040000 -0.020000 -0.020000
1393 2019 03 06 05 37 31.537945070 -0.050000 -0.010000 -0.020000
1394 2019 03 06 05 37 32.568180946 -0.040000 -0.020000 -0.010000
1395 2019 03 06 05 37 33.598317660 -0.060000 -0.010000 -0.020000
1396 2019 03 06 05 37 34.628472240 -0.040000 -0.030000 -0.020000
1397 2019 03 06 05 37 35.660246427 -0.050000 -0.020000 -0.020000
1398 2019 03 06 05 37 36.690524498 -0.040000 -0.020000 -0.020000
1399 2019 03 06 05 37 37.720783301 -0.050000 -0.010000 -0.010000
1400 2019 03 06 05 37 38.751058511 -0.040000 -0.020000 -0.020000
1401 2019 03 06 05 37 39.786505189 -0.050000 -0.020000 -0.020000
1402 2019 03 06 05 37 40.816812641 -0.040000 -0.020000 -0.020000
1403 2019 03 06 05 37 41.847076191 -0.040000 -0.030000 -0.020000
1404 2019 03 06 05 37 42.877213964 -0.060000 -0.010000 -0.020000
1405 2019 03 06 05 37 43.907353665 -0.060000 -0.010000 -0.020000
1406 2019 03 06 05 37 44.940728256 -0.050000 -0.020000 -0.020000
1407 2019 03 06 05 37 45.970943377 -0.050000 -0.020000 -0.020000
1408 2019 03 06 05 37 47.001146260 -0.060000 -0.010000 -0.020000
1409 2019 03 06 05 37 48.037496009 -0.040000 -0.020000 -0.020000
1410 2019 03 06 05 37 49.070920606 -0.050000 -0.020000 -0.020000
1411 2019 03 06 05 37 50.101572549 -0.030000 -0.020000 -0.010000
1412 2019 03 06 05 37 51.136650348 -0.050000 -0.020000 -0.020000
1413 2019 03 06 05 37 52.168704195 -0.040000 -0.020000 -0.010000
1414 2019 03 06 05 37 53.198947453 -0.050000 -0.010000 -0.020000
1415 2019 03 06 05 37 54.229119256 -0.060000 -0.020000 -0.020000
1416 2019 03 06 05 37 55.259345070 -0.060000 -0.020000 -0.020000
1417 2019 03 06 05 37 56.289681248 -0.030000 -0.030000 -0.020000
1418 2019 03 06 05 37 57.319875504 -0.050000 -0.020000 -0.020000
1419 2019 03 06 05 37 58.350113146 -0.050000 -0.020000 -0.020000
1420 2019 03 06 05 37 59.380360581 -0.050000 -0.030000 -0.020000
1421 2019 03 06 05 38 00.410617654 -0.060000 -0.020000 -0.020000
